data_index_,temperature,solar_ghi
2020-01-03 16:30:00+00:00,281.1901550292969,0.0
2020-01-03 16:45:00+00:00,281.07879638671875,0.0
2020-01-03 17:00:00+00:00,280.9637756347656,0.0
2020-01-03 17:15:00+00:00,280.8450927734375,0.0
2020-01-03 17:30:00+00:00,280.72637939453125,0.0
2020-01-03 17:45:00+00:00,280.60772705078125,0.0
2020-01-03 18:00:00+00:00,280.4792785644531,0.0
2020-01-03 18:15:00+00:00,280.3410949707031,0.0
2020-01-03 18:30:00+00:00,280.20294189453125,0.0
2020-01-03 18:45:00+00:00,280.0647888183594,0.0
2020-01-03 19:00:00+00:00,279.9295654296875,0.0
2020-01-03 19:15:00+00:00,279.79730224609375,0.0
2020-01-03 19:30:00+00:00,279.6650390625,0.0
2020-01-03 19:45:00+00:00,279.53277587890625,0.0
2020-01-03 20:00:00+00:00,279.4051208496094,0.0
2020-01-03 20:15:00+00:00,279.2821044921875,0.0
2020-01-03 20:30:00+00:00,279.15911865234375,0.0
2020-01-03 20:45:00+00:00,279.03607177734375,0.0
2020-01-03 21:00:00+00:00,278.9208679199219,0.0
2020-01-03 21:15:00+00:00,278.8134460449219,0.0
2020-01-03 21:30:00+00:00,278.7060546875,0.0
2020-01-03 21:45:00+00:00,278.5986328125,0.0
2020-01-03 22:00:00+00:00,278.4940490722656,0.0
2020-01-03 22:15:00+00:00,278.3922424316406,0.0
2020-01-03 22:30:00+00:00,278.29046630859375,0.0
2020-01-03 22:45:00+00:00,278.1886901855469,0.0
2020-01-03 23:00:00+00:00,278.0878601074219,0.0
2020-01-03 23:15:00+00:00,277.988037109375,0.0
2020-01-03 23:30:00+00:00,277.8882141113281,0.0
2020-01-03 23:45:00+00:00,277.7883605957031,0.0
2020-01-04 00:00:00+00:00,277.69256591796875,0.0
2020-01-04 00:15:00+00:00,277.60076904296875,0.0
2020-01-04 00:30:00+00:00,277.50897216796875,0.0
2020-01-04 00:45:00+00:00,277.41717529296875,0.0
2020-01-04 01:00:00+00:00,277.33734130859375,0.0
2020-01-04 01:15:00+00:00,277.2655944824219,0.0
2020-01-04 01:30:00+00:00,277.1938781738281,0.0
2020-01-04 01:45:00+00:00,277.1221618652344,0.0
2020-01-04 02:00:00+00:00,277.0685729980469,0.0
2020-01-04 02:15:00+00:00,277.0331726074219,0.0
2020-01-04 02:30:00+00:00,276.99774169921875,0.0
2020-01-04 02:45:00+00:00,276.9623107910156,0.0
2020-01-04 03:00:00+00:00,276.9441223144531,0.0
2020-01-04 03:15:00+00:00,276.9431457519531,0.0
2020-01-04 03:30:00+00:00,276.9421691894531,0.0
2020-01-04 03:45:00+00:00,276.9411926269531,0.0
2020-01-04 04:00:00+00:00,276.92877197265625,0.0
2020-01-04 04:15:00+00:00,276.9049072265625,0.0
2020-01-04 04:30:00+00:00,276.88104248046875,0.0
2020-01-04 04:45:00+00:00,276.8571472167969,0.0
2020-01-04 05:00:00+00:00,276.8311462402344,0.0
2020-01-04 05:15:00+00:00,276.802978515625,0.0
2020-01-04 05:30:00+00:00,276.7748107910156,0.0
2020-01-04 05:45:00+00:00,276.74664306640625,0.0
2020-01-04 06:00:00+00:00,276.73602294921875,0.0
2020-01-04 06:15:00+00:00,276.7429504394531,0.0
2020-01-04 06:30:00+00:00,276.7498779296875,0.0
2020-01-04 06:45:00+00:00,276.75677490234375,0.0
2020-01-04 07:00:00+00:00,276.7659912109375,0.0
2020-01-04 07:15:00+00:00,276.77752685546875,0.0
2020-01-04 07:30:00+00:00,276.7890319824219,0.007615000009536743
2020-01-04 07:45:00+00:00,276.8005676269531,0.986860990524292
2020-01-04 08:00:00+00:00,276.8987731933594,7.300717830657959
2020-01-04 08:15:00+00:00,277.0836486816406,20.8309326171875
2020-01-04 08:30:00+00:00,277.2685241699219,42.459083557128906
2020-01-04 08:45:00+00:00,277.4533996582031,64.5766372680664
2020-01-04 09:00:00+00:00,277.6653747558594,86.55563354492188
2020-01-04 09:15:00+00:00,277.9045104980469,107.12322235107422
2020-01-04 09:30:00+00:00,278.14361572265625,126.3938980102539
2020-01-04 09:45:00+00:00,278.3827209472656,144.34034729003906
2020-01-04 10:00:00+00:00,278.609130859375,159.9804229736328
2020-01-04 10:15:00+00:00,278.8228454589844,173.1441650390625
2020-01-04 10:30:00+00:00,279.0365905761719,183.0330810546875
2020-01-04 10:45:00+00:00,279.2502746582031,189.4949951171875
2020-01-04 11:00:00+00:00,279.43603515625,193.23594665527344
2020-01-04 11:15:00+00:00,279.5939025878906,194.3372039794922
2020-01-04 11:30:00+00:00,279.75177001953125,189.53826904296875
